,user_id,age
0,8,34.74389988072476
1,11676,34.74389988072476
2,67544,30.0
3,116866,34.74389988072476
4,123629,34.74389988072476
5,200273,34.74389988072476
6,210926,34.74389988072476
7,219008,60.0
8,263325,27.0
9,2954,71.0
10,152827,40.0
11,35704,53.0
12,110912,36.0
13,157969,30.0
14,192665,47.0
15,197659,49.0
16,208059,34.74389988072476
18,29526,26.0
19,46398,37.0
20,49635,34.74389988072476
21,67958,39.0
22,115097,27.0
23,148712,34.74389988072476
24,178269,34.74389988072476
25,194722,34.74389988072476
26,198013,34.74389988072476
27,212449,34.74389988072476
28,213191,34.74389988072476
29,230522,52.0
30,238557,21.0
31,245827,34.74389988072476
32,252921,22.0
33,255661,34.0
34,52614,33.0
37,189238,34.74389988072476
40,61501,34.74389988072476
41,148514,34.74389988072476
42,263256,34.74389988072476
46,226745,38.0
47,3329,34.74389988072476
48,7346,49.0
49,7352,53.0
50,9419,34.74389988072476
51,11224,51.0
53,12685,34.74389988072476
54,12923,39.0
55,13552,32.0
56,20801,29.0
57,20916,34.74389988072476
58,21264,31.0
59,23511,56.0
60,26240,34.74389988072476
61,27684,34.74389988072476
62,28123,34.74389988072476
63,30533,34.74389988072476
64,31299,74.0
65,31315,34.0
66,31560,34.74389988072476
67,38718,34.74389988072476
68,38991,68.0
69,44663,34.74389988072476
70,45585,34.74389988072476
71,46389,55.0
72,46767,24.0
73,48911,57.0
74,49168,57.0
75,54005,59.0
76,54884,33.0
77,55027,44.0
78,57423,34.74389988072476
79,57632,34.74389988072476
80,62667,53.0
81,64535,43.0
82,66387,52.0
83,67487,33.0
84,68537,70.0
85,70666,18.0
86,72975,21.0
87,75691,17.0
88,75819,34.74389988072476
89,78165,34.74389988072476
90,78754,34.74389988072476
91,78973,29.0
92,79740,24.0
93,82114,34.74389988072476
94,84611,34.74389988072476
95,85534,49.0
96,86969,59.0
97,88006,27.0
98,93055,34.74389988072476
99,93643,34.74389988072476
100,93772,34.74389988072476
101,93800,52.0
102,94139,34.74389988072476
103,98923,34.74389988072476
104,100393,34.74389988072476
105,101209,44.0
106,105124,34.74389988072476
107,105979,26.0
108,106230,34.74389988072476
109,107784,34.74389988072476
110,108143,17.0
111,108247,34.74389988072476
112,110127,34.74389988072476
113,110558,34.74389988072476
114,112093,35.0
115,113328,34.74389988072476
116,116127,34.74389988072476
117,118659,37.0
118,120396,46.0
119,120771,49.0
120,122251,30.0
121,122440,29.0
122,123137,34.74389988072476
123,123430,34.74389988072476
124,124487,34.74389988072476
125,125519,40.0
126,128185,39.0
127,128463,34.74389988072476
128,130784,34.74389988072476
129,131681,48.0
130,131703,34.74389988072476
131,132144,34.74389988072476
132,133706,30.0
133,134797,34.74389988072476
134,134863,34.74389988072476
135,136707,50.0
136,143134,27.0
137,143939,34.74389988072476
138,144062,16.0
139,144255,34.74389988072476
140,146279,42.0
141,146816,34.74389988072476
142,149120,34.74389988072476
143,150400,34.74389988072476
144,151004,41.0
145,151063,70.0
146,153513,31.0
147,154730,42.0
148,159506,28.0
149,160735,39.0
150,161870,34.74389988072476
151,163194,57.0
152,163693,37.0
153,165618,34.74389988072476
154,165842,34.74389988072476
155,165884,34.74389988072476
156,166391,60.0
157,167038,34.74389988072476
158,170580,34.74389988072476
159,182746,44.0
160,187533,68.0
161,187944,41.0
162,189655,34.74389988072476
163,192399,34.74389988072476
164,193529,51.0
165,193898,34.74389988072476
166,195347,34.74389988072476
167,198046,51.0
168,198483,34.74389988072476
169,199092,50.0
170,200402,35.0
171,204504,41.0
172,205963,56.0
173,206423,34.74389988072476
